"","X","Date","Temperature_c","Type","Method","Site","Comments"
"13940",29613,"2018-03-01",28.82,"Max","TinyTag","Saline",""
"13941",29622,"2018-03-02",28.946,"Max","TinyTag","Saline",""
"13942",29632,"2018-03-03",28.281,"Max","TinyTag","Saline",""
"13943",29642,"2018-03-04",28.2,"Max","TinyTag","Saline",""
"13944",29652,"2018-03-05",28.977,"Max","TinyTag","Saline",""
"13945",29662,"2018-03-06",28.602,"Max","TinyTag","Saline",""
"13946",29672,"2018-03-07",26.915,"Max","TinyTag","Saline",""
"13947",29682,"2018-03-08",28.758,"Max","TinyTag","Saline",""
"13948",29692,"2018-03-09",24.651,"Max","TinyTag","Saline",""
"13949",29702,"2018-03-10",28.664,"Max","TinyTag","Saline",""
"13950",29713,"2018-03-11",29.177,"Max","TinyTag","Saline",""
"13951",29722,"2018-03-12",29.361,"Max","TinyTag","Saline",""
"13952",29732,"2018-03-13",29.947,"Max","TinyTag","Saline",""
"13953",29772,"2008-03-22",33.9,"Max","TinyTag","SEGC",""
"13954",29782,"2008-03-23",34.3,"Max","TinyTag","SEGC",""
"13955",29792,"2008-03-24",32.6,"Max","TinyTag","SEGC",""
"13956",29802,"2008-03-25",29.8,"Max","TinyTag","SEGC",""
"13957",29813,"2008-03-26",31.8,"Max","TinyTag","SEGC",""
"13958",29822,"2008-03-27",32.6,"Max","TinyTag","SEGC",""
"13959",29832,"2008-03-28",33.5,"Max","TinyTag","SEGC",""
"13960",29842,"2008-03-29",32.2,"Max","TinyTag","SEGC",""
"13961",29852,"2008-03-30",33.1,"Max","TinyTag","SEGC",""
"13962",29862,"2008-03-31",24.7,"Max","TinyTag","SEGC",""
"13963",29872,"2008-04-01",31,"Max","TinyTag","SEGC",""
"13964",29882,"2008-04-02",33.9,"Max","TinyTag","SEGC",""
"13965",29892,"2008-04-03",28.3,"Max","TinyTag","SEGC",""
"13966",29902,"2008-04-04",31.8,"Max","TinyTag","SEGC",""
"13967",29913,"2008-04-05",29.1,"Max","TinyTag","SEGC",""
"13968",29922,"2008-04-06",30.6,"Max","TinyTag","SEGC",""
"13969",29932,"2008-04-07",31.8,"Max","TinyTag","SEGC",""
"13970",29942,"2008-04-08",26.5,"Max","TinyTag","SEGC",""
"13971",29952,"2008-04-09",31.4,"Max","TinyTag","SEGC",""
"13972",29962,"2008-04-10",32.2,"Max","TinyTag","SEGC",""
"13973",29972,"2008-04-11",31.4,"Max","TinyTag","SEGC",""
"13974",29982,"2008-04-12",30.2,"Max","TinyTag","SEGC",""
"13975",29992,"2008-04-13",33.5,"Max","TinyTag","SEGC",""
"13976",30002,"2008-04-14",30.2,"Max","TinyTag","SEGC",""
"13977",30013,"2008-04-15",32.6,"Max","TinyTag","SEGC",""
"13978",30022,"2008-04-16",32.2,"Max","TinyTag","SEGC",""
"13979",30031,"2008-04-17",33.1,"Max","TinyTag","SEGC",""
"13980",30042,"2008-04-18",32.2,"Max","TinyTag","SEGC",""
"13981",30052,"2008-04-19",30.2,"Max","TinyTag","SEGC",""
"13982",30062,"2008-04-20",31,"Max","TinyTag","SEGC",""
"13983",30072,"2008-04-21",33.5,"Max","TinyTag","SEGC",""
"13984",30082,"2008-04-22",25.4,"Max","TinyTag","SEGC",""
"13985",30092,"2008-04-23",29.8,"Max","TinyTag","SEGC",""
"13986",30103,"2008-04-24",26.9,"Max","TinyTag","SEGC",""
"13987",30113,"2008-04-25",32.2,"Max","TinyTag","SEGC",""
"13988",30122,"2008-04-26",32.2,"Max","TinyTag","SEGC",""
"13989",30132,"2008-04-27",32.6,"Max","TinyTag","SEGC",""
"13990",30142,"2008-04-28",28.3,"Max","TinyTag","SEGC",""
"13991",30152,"2008-04-29",32.2,"Max","TinyTag","SEGC",""
"13992",30162,"2008-04-30",31.8,"Max","TinyTag","SEGC",""
"13993",30172,"2008-05-01",32.2,"Max","TinyTag","SEGC",""
"13994",30182,"2008-05-02",30.6,"Max","TinyTag","SEGC",""
"13995",30191,"2008-05-03",28.7,"Max","TinyTag","SEGC",""
"13996",30201,"2008-05-04",31.4,"Max","TinyTag","SEGC",""
"13997",30213,"2008-05-05",32.2,"Max","TinyTag","SEGC",""
"13998",30222,"2008-05-06",32.2,"Max","TinyTag","SEGC",""
"13999",30232,"2008-05-07",33.1,"Max","TinyTag","SEGC",""
"14000",30242,"2008-05-08",32.6,"Max","TinyTag","SEGC",""
"14001",30252,"2008-05-09",31.8,"Max","TinyTag","SEGC",""
"14002",30262,"2008-05-10",32.6,"Max","TinyTag","SEGC",""
"14003",30272,"2008-05-11",33.1,"Max","TinyTag","SEGC",""
"14004",30282,"2008-05-12",31.4,"Max","TinyTag","SEGC",""
"14005",30292,"2008-05-13",32.6,"Max","TinyTag","SEGC",""
"14006",30302,"2008-05-14",31,"Max","TinyTag","SEGC",""
"14007",30313,"2008-05-15",31.8,"Max","TinyTag","SEGC",""
"14008",30322,"2008-05-16",28.3,"Max","TinyTag","SEGC",""
"14009",30332,"2008-05-17",29.8,"Max","TinyTag","SEGC",""
"14010",30342,"2008-05-18",32.2,"Max","TinyTag","SEGC",""
"14011",30352,"2008-05-19",30.2,"Max","TinyTag","SEGC",""
"14012",30362,"2008-05-20",30.6,"Max","TinyTag","SEGC",""
"14013",30372,"2008-05-21",30.6,"Max","TinyTag","SEGC",""
"14014",30382,"2008-05-22",31,"Max","TinyTag","SEGC",""
"14015",30392,"2008-05-23",29.8,"Max","TinyTag","SEGC",""
"14016",30402,"2008-05-24",30.6,"Max","TinyTag","SEGC",""
"14017",30413,"2008-05-25",29.1,"Max","TinyTag","SEGC",""
"14018",30422,"2008-05-26",29.8,"Max","TinyTag","SEGC",""
"14019",30432,"2008-05-27",31,"Max","TinyTag","SEGC",""
"14020",30442,"2008-05-28",27.9,"Max","TinyTag","SEGC",""
"14021",30452,"2008-05-29",28.3,"Max","TinyTag","SEGC",""
"14022",30462,"2008-05-30",31,"Max","TinyTag","SEGC",""
"14023",30472,"2008-05-31",29.1,"Max","TinyTag","SEGC",""
"14024",30482,"2008-06-01",29.8,"Max","TinyTag","SEGC",""
"14025",30492,"2008-06-02",31,"Max","TinyTag","SEGC",""
"14026",30502,"2008-06-03",31.4,"Max","TinyTag","SEGC",""
"14027",30513,"2008-06-04",26.9,"Max","TinyTag","SEGC",""
"14028",30522,"2008-06-05",28.7,"Max","TinyTag","SEGC",""
"14029",30532,"2008-06-06",30.2,"Max","TinyTag","SEGC",""
"14030",30542,"2008-06-07",30.2,"Max","TinyTag","SEGC",""
"14031",30552,"2008-06-08",26.5,"Max","TinyTag","SEGC",""
"14032",30562,"2008-06-09",27.6,"Max","TinyTag","SEGC",""
"14033",30572,"2008-06-10",29.1,"Max","TinyTag","SEGC",""
"14034",30582,"2008-06-11",29.8,"Max","TinyTag","SEGC",""
"14035",30592,"2008-06-12",31,"Max","TinyTag","SEGC",""
"14036",30602,"2008-06-13",29.8,"Max","TinyTag","SEGC",""
"14037",30613,"2008-06-14",30.2,"Max","TinyTag","SEGC",""
"14038",30622,"2008-06-15",28.3,"Max","TinyTag","SEGC",""
"14039",30632,"2008-06-16",29.8,"Max","TinyTag","SEGC",""
"14040",30642,"2008-06-17",28.3,"Max","TinyTag","SEGC",""
"14041",30652,"2008-06-18",31.349,"Max","TinyTag","SEGC",""
"14042",30662,"2008-06-19",29.415,"Max","TinyTag","SEGC",""
"14043",30672,"2008-06-20",29.056,"Max","TinyTag","SEGC",""
"14044",30682,"2008-06-21",30.222,"Max","TinyTag","SEGC",""
"14045",30692,"2008-06-22",28.671,"Max","TinyTag","SEGC",""
"14046",30702,"2008-06-23",27.471,"Max","TinyTag","SEGC",""
"14047",30713,"2008-06-24",28.357,"Max","TinyTag","SEGC",""
"14048",30722,"2008-06-25",27.9,"Max","TinyTag","SEGC",""
"14049",30732,"2008-06-26",27.234,"Max","TinyTag","SEGC",""
"14050",30742,"2008-06-27",27.091,"Max","TinyTag","SEGC",""
"14051",30752,"2008-06-28",30.8,"Max","TinyTag","SEGC",""
"14052",30762,"2008-06-29",30.978,"Max","TinyTag","SEGC",""
"14053",30772,"2008-06-30",25.943,"Max","TinyTag","SEGC",""
"14054",30782,"2008-07-01",28.319,"Max","TinyTag","SEGC",""
"14055",30792,"2008-07-02",27.867,"Max","TinyTag","SEGC",""
"14056",30802,"2008-07-03",29.566,"Max","TinyTag","SEGC",""
"14057",30813,"2008-07-04",29.312,"Max","TinyTag","SEGC",""
"14058",30822,"2008-07-05",28.061,"Max","TinyTag","SEGC",""
"14059",30832,"2008-07-06",27.59,"Max","TinyTag","SEGC",""
"14060",30842,"2008-07-07",27.171,"Max","TinyTag","SEGC",""
"14061",30852,"2008-07-08",29.088,"Max","TinyTag","SEGC",""
"14062",30862,"2008-07-09",29.152,"Max","TinyTag","SEGC",""
"14063",30872,"2008-07-10",27.976,"Max","TinyTag","SEGC",""
"14064",30882,"2008-07-11",30.43,"Max","TinyTag","SEGC",""
"14065",30892,"2008-07-12",31.213,"Max","TinyTag","SEGC",""
"14066",30902,"2008-07-13",27.858,"Max","TinyTag","SEGC",""
"14067",30913,"2008-07-14",27.203,"Max","TinyTag","SEGC",""
"14068",30922,"2008-07-15",28.585,"Max","TinyTag","SEGC",""
"14069",30932,"2008-07-16",27.237,"Max","TinyTag","SEGC",""
"14070",30942,"2008-07-17",29.75,"Max","TinyTag","SEGC",""
"14071",30952,"2008-07-18",30.151,"Max","TinyTag","SEGC",""
"14072",30962,"2008-07-19",30.778,"Max","TinyTag","SEGC",""
"14073",30972,"2008-07-20",31.335,"Max","TinyTag","SEGC",""
"14074",30982,"2008-07-21",28.734,"Max","TinyTag","SEGC",""
"14075",30992,"2008-07-22",28.909,"Max","TinyTag","SEGC",""
"14076",31003,"2008-07-23",30.661,"Max","TinyTag","SEGC",""
"14077",31013,"2008-07-24",30.588,"Max","TinyTag","SEGC",""
"14078",31022,"2008-07-25",29.361,"Max","TinyTag","SEGC",""
"14079",31032,"2008-07-26",29.692,"Max","TinyTag","SEGC",""
"14080",31042,"2008-07-27",27.79,"Max","TinyTag","SEGC",""
"14081",31052,"2008-07-28",29.051,"Max","TinyTag","SEGC",""
"14082",31062,"2008-07-29",29.735,"Max","TinyTag","SEGC",""
"14083",31072,"2008-07-30",29.801,"Max","TinyTag","SEGC",""
"14084",31082,"2008-07-31",27.798,"Max","TinyTag","SEGC",""
"14085",31092,"2008-08-01",28.091,"Max","TinyTag","SEGC",""
"14086",31103,"2008-08-02",27.792,"Max","TinyTag","SEGC",""
"14087",31113,"2008-08-03",29.48,"Max","TinyTag","SEGC",""
"14088",31122,"2008-08-04",29.299,"Max","TinyTag","SEGC",""
"14089",31132,"2008-08-05",29.181,"Max","TinyTag","SEGC",""
"14090",31142,"2008-08-06",29.596,"Max","TinyTag","SEGC",""
"14091",31152,"2008-08-07",32.401,"Max","TinyTag","SEGC",""
"14092",31162,"2008-08-08",31.581,"Max","TinyTag","SEGC",""
"14093",31172,"2008-08-09",28.681,"Max","TinyTag","SEGC",""
"14094",31182,"2008-08-10",28.521,"Max","TinyTag","SEGC",""
"14095",31192,"2008-08-11",29.233,"Max","TinyTag","SEGC",""
"14096",31202,"2008-08-12",29.864,"Max","TinyTag","SEGC",""
"14097",31213,"2008-08-13",30.379,"Max","TinyTag","SEGC",""
"14098",31222,"2008-08-14",28.676,"Max","TinyTag","SEGC",""
"14099",31232,"2008-08-15",28.763,"Max","TinyTag","SEGC",""
"14100",31242,"2008-08-16",31.387,"Max","TinyTag","SEGC",""
"14101",31252,"2008-08-17",31.637,"Max","TinyTag","SEGC",""
"14102",31262,"2008-08-18",31.657,"Max","TinyTag","SEGC",""
"14103",31272,"2008-08-19",30.289,"Max","TinyTag","SEGC",""
"14104",31282,"2008-08-20",32.152,"Max","TinyTag","SEGC",""
"14105",31292,"2008-08-21",30.449,"Max","TinyTag","SEGC",""
"14106",31302,"2008-08-22",31.726,"Max","TinyTag","SEGC",""
"14107",31313,"2008-08-23",32.374,"Max","TinyTag","SEGC",""
"14108",31322,"2008-08-24",29.707,"Max","TinyTag","SEGC",""
"14109",31332,"2008-08-25",31.131,"Max","TinyTag","SEGC",""
"14110",31342,"2008-08-26",30.803,"Max","TinyTag","SEGC",""
"14111",31352,"2008-08-27",30.596,"Max","TinyTag","SEGC",""
"14112",31362,"2008-08-28",29.602,"Max","TinyTag","SEGC",""
"14113",31372,"2008-08-29",31.075,"Max","TinyTag","SEGC",""
"14114",31382,"2008-08-30",30.828,"Max","TinyTag","SEGC",""
"14115",31392,"2008-08-31",30.66,"Max","TinyTag","SEGC",""
"14116",31402,"2008-09-01",31.497,"Max","TinyTag","SEGC",""
"14117",31413,"2008-09-02",31.4,"Max","TinyTag","SEGC",""
"14118",31422,"2008-09-03",29.8,"Max","TinyTag","SEGC",""
"14119",31432,"2008-09-04",25.8,"Max","TinyTag","SEGC",""
"14120",31442,"2008-09-05",30.6,"Max","TinyTag","SEGC",""
"14121",31452,"2008-09-06",31.4,"Max","TinyTag","SEGC",""
"14122",31462,"2008-09-07",30.6,"Max","TinyTag","SEGC",""
"14123",31472,"2008-09-08",31,"Max","TinyTag","SEGC",""
"14124",31482,"2008-09-09",29.8,"Max","TinyTag","SEGC",""
"14125",31492,"2008-09-10",29.4,"Max","TinyTag","SEGC",""
"14126",31502,"2008-09-11",30.2,"Max","TinyTag","SEGC",""
"14127",31513,"2008-09-12",30.6,"Max","TinyTag","SEGC",""
"14128",31522,"2008-09-13",29.1,"Max","TinyTag","SEGC",""
"14129",31532,"2008-09-14",29.1,"Max","TinyTag","SEGC",""
"14130",31542,"2008-09-15",29.8,"Max","TinyTag","SEGC",""
"14131",31552,"2008-09-16",30.6,"Max","TinyTag","SEGC",""
"14132",31562,"2008-09-17",31.4,"Max","TinyTag","SEGC",""
"14133",31572,"2008-09-18",31.8,"Max","TinyTag","SEGC",""
"14134",31582,"2008-09-19",27.9,"Max","TinyTag","SEGC",""
"14135",31592,"2008-09-20",30.6,"Max","TinyTag","SEGC",""
"14136",31602,"2008-09-21",29.8,"Max","TinyTag","SEGC",""
"14137",31613,"2008-09-22",29.1,"Max","TinyTag","SEGC",""
"14138",31622,"2008-09-23",23.7,"Max","TinyTag","SEGC",""
"14139",31632,"2008-09-24",31.4,"Max","TinyTag","SEGC",""
"14140",31642,"2008-09-25",32.2,"Max","TinyTag","SEGC",""
"14141",31652,"2008-09-26",31.8,"Max","TinyTag","SEGC",""
"14142",31662,"2008-09-27",27.2,"Max","TinyTag","SEGC",""
"14143",31672,"2008-09-28",30.2,"Max","TinyTag","SEGC",""
"14144",31682,"2008-09-29",31,"Max","TinyTag","SEGC",""
"14145",31692,"2008-09-30",31.8,"Max","TinyTag","SEGC",""
"14146",31702,"2008-10-01",31,"Max","TinyTag","SEGC",""
"14147",31713,"2008-10-02",29.8,"Max","TinyTag","SEGC",""
"14148",31722,"2008-10-03",30.6,"Max","TinyTag","SEGC",""
"14149",31732,"2008-10-04",32.2,"Max","TinyTag","SEGC",""
"14150",31742,"2008-10-05",32.2,"Max","TinyTag","SEGC",""
"14151",31752,"2008-10-06",33.5,"Max","TinyTag","SEGC",""
"14152",31762,"2008-10-07",30.6,"Max","TinyTag","SEGC",""
"14153",31772,"2008-10-08",31.8,"Max","TinyTag","SEGC",""
"14154",31782,"2008-10-09",32.2,"Max","TinyTag","SEGC",""
"14155",31792,"2008-10-10",31,"Max","TinyTag","SEGC",""
"14156",31802,"2008-10-11",33.5,"Max","TinyTag","SEGC",""
"14157",31813,"2008-10-12",30.6,"Max","TinyTag","SEGC",""
"14158",31822,"2008-10-13",31.4,"Max","TinyTag","SEGC",""
"14159",31832,"2008-10-14",33.1,"Max","TinyTag","SEGC",""
"14160",31842,"2008-10-15",30.6,"Max","TinyTag","SEGC",""
"14161",31852,"2008-10-16",31.8,"Max","TinyTag","SEGC",""
"14162",31862,"2008-10-17",29.1,"Max","TinyTag","SEGC",""
"14163",31872,"2008-10-18",30.2,"Max","TinyTag","SEGC",""
"14164",31882,"2008-10-19",32.2,"Max","TinyTag","SEGC",""
"14165",31892,"2008-10-20",30.6,"Max","TinyTag","SEGC",""
"14166",31902,"2008-10-21",31.8,"Max","TinyTag","SEGC",""
"14167",31913,"2008-10-22",30.2,"Max","TinyTag","SEGC",""
"14168",31922,"2008-10-23",32.2,"Max","TinyTag","SEGC",""
"14169",31932,"2008-10-24",33.1,"Max","TinyTag","SEGC",""
"14170",31942,"2008-10-25",32.6,"Max","TinyTag","SEGC",""
"14171",31952,"2008-10-26",31,"Max","TinyTag","SEGC",""
"14172",31962,"2008-10-27",30.2,"Max","TinyTag","SEGC",""
"14173",31972,"2008-10-28",31.4,"Max","TinyTag","SEGC",""
"14174",31982,"2008-10-29",30.6,"Max","TinyTag","SEGC",""
"14175",31992,"2008-10-30",33.9,"Max","TinyTag","SEGC",""
"14176",32002,"2008-10-31",33.1,"Max","TinyTag","SEGC",""
"14177",32013,"2008-11-01",32.2,"Max","TinyTag","SEGC",""
"14178",32022,"2008-11-02",33.1,"Max","TinyTag","SEGC",""
"14179",32032,"2008-11-03",29.8,"Max","TinyTag","SEGC",""
"14180",32042,"2008-11-04",31.4,"Max","TinyTag","SEGC",""
"14181",32052,"2008-11-05",31,"Max","TinyTag","SEGC",""
"14182",32062,"2008-11-06",31.8,"Max","TinyTag","SEGC",""
"14183",32072,"2008-11-07",32.2,"Max","TinyTag","SEGC",""
"14184",32082,"2008-11-08",29.4,"Max","TinyTag","SEGC",""
"14185",32092,"2008-11-09",31,"Max","TinyTag","SEGC",""
"14186",32103,"2008-11-10",31,"Max","TinyTag","SEGC",""
"14187",32113,"2008-11-11",27.9,"Max","TinyTag","SEGC",""
"14188",32122,"2008-11-12",31,"Max","TinyTag","SEGC",""
"14189",32132,"2008-11-13",32.2,"Max","TinyTag","SEGC",""
"14190",32142,"2008-11-14",33.5,"Max","TinyTag","SEGC",""
"14191",32152,"2008-11-15",33.9,"Max","TinyTag","SEGC",""
"14192",32162,"2008-11-16",30.6,"Max","TinyTag","SEGC",""
"14193",32172,"2008-11-17",29.1,"Max","TinyTag","SEGC",""
"14194",32182,"2008-11-18",30.2,"Max","TinyTag","SEGC",""
"14195",32192,"2008-11-19",29.8,"Max","TinyTag","SEGC",""
"14196",32202,"2008-11-20",32.2,"Max","TinyTag","SEGC",""
"14197",32213,"2008-11-21",26.1,"Max","TinyTag","SEGC",""
"14198",32222,"2008-11-22",33.5,"Max","TinyTag","SEGC",""
"14199",32232,"2008-11-23",33.5,"Max","TinyTag","SEGC",""
"14200",32242,"2008-11-24",31.4,"Max","TinyTag","SEGC",""
"14201",32252,"2008-11-25",31.8,"Max","TinyTag","SEGC",""
"14202",32262,"2008-11-26",32.2,"Max","TinyTag","SEGC",""
"14203",32272,"2008-11-27",33.1,"Max","TinyTag","SEGC",""
"14204",32282,"2008-11-28",33.5,"Max","TinyTag","SEGC",""
"14205",32292,"2008-11-29",29.4,"Max","TinyTag","SEGC",""
"14206",32302,"2008-11-30",33.9,"Max","TinyTag","SEGC",""
"14207",32313,"2008-12-01",33.1,"Max","TinyTag","SEGC",""
"14208",32322,"2008-12-02",33.5,"Max","TinyTag","SEGC",""
"14209",32332,"2008-12-03",31,"Max","TinyTag","SEGC",""
"14210",32342,"2008-12-04",31.8,"Max","TinyTag","SEGC",""
"14211",32352,"2008-12-05",29.8,"Max","TinyTag","SEGC",""
"14212",32362,"2008-12-06",31.4,"Max","TinyTag","SEGC",""
"14213",32372,"2008-12-07",29.4,"Max","TinyTag","SEGC",""
"14214",32382,"2008-12-08",29.1,"Max","TinyTag","SEGC",""
"14215",32392,"2008-12-09",33.1,"Max","TinyTag","SEGC",""
"14216",32402,"2008-12-10",32.2,"Max","TinyTag","SEGC",""
"14217",32413,"2008-12-11",29.1,"Max","TinyTag","SEGC",""
"14218",32422,"2008-12-12",29.1,"Max","TinyTag","SEGC",""
"14219",32432,"2008-12-13",32.6,"Max","TinyTag","SEGC",""
"14220",32442,"2008-12-14",32.6,"Max","TinyTag","SEGC",""
"14221",32452,"2008-12-15",32.6,"Max","TinyTag","SEGC",""
"14222",32462,"2008-12-16",33.5,"Max","TinyTag","SEGC",""
"14223",32472,"2008-12-17",31,"Max","TinyTag","SEGC",""
"14224",32482,"2008-12-18",28.3,"Max","TinyTag","SEGC",""
"14225",32492,"2008-12-19",31.8,"Max","TinyTag","SEGC",""
"14226",32502,"2008-12-20",32.2,"Max","TinyTag","SEGC",""
"14227",32512,"2008-12-21",31.8,"Max","TinyTag","SEGC",""
"14228",32522,"2008-12-22",28.7,"Max","TinyTag","SEGC",""
"14229",32532,"2008-12-23",30.6,"Max","TinyTag","SEGC",""
"14230",32541,"2008-12-24",31.4,"Max","TinyTag","SEGC",""
"14231",32551,"2008-12-25",32.6,"Max","TinyTag","SEGC",""
"14232",32562,"2008-12-26",33.5,"Max","TinyTag","SEGC",""
"14233",32572,"2008-12-27",32.6,"Max","TinyTag","SEGC",""
"14234",32582,"2008-12-28",33.5,"Max","TinyTag","SEGC",""
"14235",32592,"2008-12-29",31.4,"Max","TinyTag","SEGC",""
"14236",32602,"2008-12-30",30.6,"Max","TinyTag","SEGC",""
"14237",32612,"2008-12-31",32.2,"Max","TinyTag","SEGC",""
"14238",32622,"2009-01-01",31,"Max","TinyTag","SEGC",""
"14239",32632,"2009-01-02",28.3,"Max","TinyTag","SEGC",""
"14240",32642,"2009-01-03",31.4,"Max","TinyTag","SEGC",""
"14241",32652,"2009-01-04",33.9,"Max","TinyTag","SEGC",""
"14242",32662,"2009-01-05",31.8,"Max","TinyTag","SEGC",""
"14243",32672,"2009-01-06",31,"Max","TinyTag","SEGC",""
"14244",32682,"2009-01-07",33.1,"Max","TinyTag","SEGC",""
"14245",32692,"2009-01-08",32.2,"Max","TinyTag","SEGC",""
"14246",32702,"2009-01-09",28.3,"Max","TinyTag","SEGC",""
"14247",32713,"2009-01-10",32.6,"Max","TinyTag","SEGC",""
"14248",32722,"2009-01-11",31.8,"Max","TinyTag","SEGC",""
"14249",32732,"2009-01-12",26.9,"Max","TinyTag","SEGC",""
"14250",32742,"2009-01-13",33.1,"Max","TinyTag","SEGC",""
"14251",32752,"2009-01-14",34.8,"Max","TinyTag","SEGC",""
"14252",32762,"2009-01-15",32.6,"Max","TinyTag","SEGC",""
"14253",32772,"2009-01-16",30.2,"Max","TinyTag","SEGC",""
"14254",32782,"2009-01-17",31,"Max","TinyTag","SEGC",""
"14255",32792,"2009-01-18",24.1,"Max","TinyTag","SEGC",""
"14256",32802,"2009-01-19",29.8,"Max","TinyTag","SEGC",""
"14257",32813,"2009-01-20",32.2,"Max","TinyTag","SEGC",""
"14258",32822,"2009-01-21",32.2,"Max","TinyTag","SEGC",""
"14259",32832,"2009-01-22",33.1,"Max","TinyTag","SEGC",""
"14260",32842,"2009-01-23",33.1,"Max","TinyTag","SEGC",""
"14261",32852,"2009-01-24",33.1,"Max","TinyTag","SEGC",""
"14262",32862,"2009-01-25",31.4,"Max","TinyTag","SEGC",""
"14263",32872,"2009-01-26",31.8,"Max","TinyTag","SEGC",""
"14264",32882,"2009-01-27",33.9,"Max","TinyTag","SEGC",""
"14265",32892,"2009-01-28",25.1,"Max","TinyTag","SEGC",""
"14266",32902,"2009-01-29",33.1,"Max","TinyTag","SEGC",""
"14267",32913,"2009-01-30",33.9,"Max","TinyTag","SEGC",""
"14268",32922,"2009-01-31",32.6,"Max","TinyTag","SEGC",""
"14269",32932,"2009-02-01",33.9,"Max","TinyTag","SEGC",""
"14270",32942,"2009-02-02",26.5,"Max","TinyTag","SEGC",""
"14271",32951,"2009-02-03",31.4,"Max","TinyTag","SEGC",""
"14272",32961,"2009-02-04",33.1,"Max","TinyTag","SEGC",""
"14273",32972,"2009-02-05",33.1,"Max","TinyTag","SEGC",""
"14274",32981,"2009-02-06",32.6,"Max","TinyTag","SEGC",""
"14275",32992,"2009-02-07",29.8,"Max","TinyTag","SEGC",""
"14276",33002,"2009-02-08",30.2,"Max","TinyTag","SEGC",""
"14277",33013,"2009-02-09",31.8,"Max","TinyTag","SEGC",""
"14278",33022,"2009-02-10",34.3,"Max","TinyTag","SEGC",""
"14279",33032,"2009-02-11",33.9,"Max","TinyTag","SEGC",""
"14280",33042,"2009-02-12",32.2,"Max","TinyTag","SEGC",""
"14281",33052,"2009-02-13",33.1,"Max","TinyTag","SEGC",""
"14282",33062,"2009-02-14",33.1,"Max","TinyTag","SEGC",""
"14283",33072,"2009-02-15",33.1,"Max","TinyTag","SEGC",""
"14284",33082,"2009-02-16",29.4,"Max","TinyTag","SEGC",""
"14285",33092,"2009-02-17",33.5,"Max","TinyTag","SEGC",""
"14286",33103,"2009-02-18",33.5,"Max","TinyTag","SEGC",""
"14287",33113,"2009-02-19",28.3,"Max","TinyTag","SEGC",""
"14288",33122,"2009-02-20",33.1,"Max","TinyTag","SEGC",""
"14289",33132,"2009-02-21",32.6,"Max","TinyTag","SEGC",""
"14290",33142,"2009-02-22",32.2,"Max","TinyTag","SEGC",""
"14291",33152,"2009-02-23",33.1,"Max","TinyTag","SEGC",""
"14292",33162,"2009-02-24",34.3,"Max","TinyTag","SEGC",""
"14293",33172,"2009-02-25",33.5,"Max","TinyTag","SEGC",""
"14294",33182,"2009-02-26",29.8,"Max","TinyTag","SEGC",""
"14295",33192,"2009-02-27",31.8,"Max","TinyTag","SEGC",""
"14296",33202,"2009-02-28",33.5,"Max","TinyTag","SEGC",""
"14297",33213,"2009-03-01",33.1,"Max","TinyTag","SEGC",""
"14298",33222,"2009-03-02",32.6,"Max","TinyTag","SEGC",""
"14299",33232,"2009-03-03",29.4,"Max","TinyTag","SEGC",""
"14300",33242,"2009-03-04",33.1,"Max","TinyTag","SEGC",""
"14301",33252,"2009-03-05",33.9,"Max","TinyTag","SEGC",""
"14302",33262,"2009-03-06",34.3,"Max","TinyTag","SEGC",""
"14303",33272,"2009-03-07",33.1,"Max","TinyTag","SEGC",""
"14304",33282,"2009-03-08",31.4,"Max","TinyTag","SEGC",""
"14305",33292,"2009-03-09",33.5,"Max","TinyTag","SEGC",""
"14306",33302,"2009-03-10",30.2,"Max","TinyTag","SEGC",""
"14307",33313,"2009-03-11",28.7,"Max","TinyTag","SEGC",""
"14308",33322,"2009-03-12",33.1,"Max","TinyTag","SEGC",""
"14309",33332,"2009-03-13",33.9,"Max","TinyTag","SEGC",""
"14310",33342,"2009-03-14",31,"Max","TinyTag","SEGC",""
"14311",33352,"2009-03-15",31.4,"Max","TinyTag","SEGC",""
"14312",33362,"2009-03-16",27.2,"Max","TinyTag","SEGC",""
"14313",33372,"2009-03-17",32.2,"Max","TinyTag","SEGC",""
"14314",33382,"2009-03-18",33.5,"Max","TinyTag","SEGC",""
"14315",33392,"2009-03-19",30.2,"Max","TinyTag","SEGC",""
"14316",33402,"2009-03-20",31,"Max","TinyTag","SEGC",""
"14317",33413,"2009-03-21",33.1,"Max","TinyTag","SEGC",""
"14318",33422,"2009-03-22",32.2,"Max","TinyTag","SEGC",""
"14319",33432,"2009-03-23",34.3,"Max","TinyTag","SEGC",""
"14320",33442,"2009-03-24",31.4,"Max","TinyTag","SEGC",""
"14321",33452,"2009-03-25",29.8,"Max","TinyTag","SEGC",""
"14322",33462,"2009-03-26",32.6,"Max","TinyTag","SEGC",""
"14323",33472,"2009-03-27",33.5,"Max","TinyTag","SEGC",""
"14324",33482,"2009-03-28",32.6,"Max","TinyTag","SEGC",""
"14325",33492,"2009-03-29",33.1,"Max","TinyTag","SEGC",""
"14326",33502,"2009-03-30",31.4,"Max","TinyTag","SEGC",""
"14327",33513,"2009-03-31",31.8,"Max","TinyTag","SEGC",""
"14328",33522,"2009-04-01",32.6,"Max","TinyTag","SEGC",""
