"","X","Date","Temperature_c","Type","Method","Site","Comments"
"22426",11514,"2016-10-12",21.567,"Min","TinyTag","SEGC",""
"22427",11515,"2016-10-13",21.413,"Min","TinyTag","SEGC",""
"22428",11516,"2016-10-14",20.962,"Min","TinyTag","SEGC",""
"22429",11517,"2016-10-15",21.797,"Min","TinyTag","SEGC",""
"22430",11518,"2016-10-16",22.844,"Min","TinyTag","SEGC",""
"22431",11519,"2016-10-17",22.623,"Min","TinyTag","SEGC",""
"22432",11520,"2016-10-18",22.856,"Min","TinyTag","SEGC",""
"22433",115211,"2016-10-19",23.1,"Min","TinyTag","SEGC",""
"22434",11522,"2016-10-20",22.4,"Min","TinyTag","SEGC",""
"22435",11523,"2016-10-21",22.1,"Min","TinyTag","SEGC",""
"22436",11524,"2016-10-22",22.7,"Min","TinyTag","SEGC",""
"22437",11525,"2016-10-23",22.4,"Min","TinyTag","SEGC",""
"22438",11526,"2016-10-24",21.8,"Min","TinyTag","SEGC",""
"22439",11527,"2016-10-25",21.8,"Min","TinyTag","SEGC",""
"22440",11528,"2016-10-26",23.1,"Min","TinyTag","SEGC",""
"22441",11529,"2016-10-27",21.8,"Min","TinyTag","SEGC",""
"22442",11530,"2016-10-28",21.1,"Min","TinyTag","SEGC",""
"22443",115311,"2016-10-29",21.8,"Min","TinyTag","SEGC",""
"22444",11532,"2016-10-30",22.1,"Min","TinyTag","SEGC",""
"22445",11533,"2016-10-31",21.1,"Min","TinyTag","SEGC",""
"22446",11534,"2016-11-01",21.1,"Min","TinyTag","SEGC",""
"22447",11535,"2016-11-02",23.1,"Min","TinyTag","SEGC",""
"22448",11536,"2016-11-03",20.8,"Min","TinyTag","SEGC",""
"22449",11537,"2016-11-04",21.1,"Min","TinyTag","SEGC",""
"22450",11538,"2016-11-05",21.1,"Min","TinyTag","SEGC",""
"22451",11539,"2016-11-06",22.1,"Min","TinyTag","SEGC",""
"22452",11540,"2016-11-07",21.4,"Min","TinyTag","SEGC",""
"22453",115411,"2016-11-08",23.1,"Min","TinyTag","SEGC",""
"22454",11542,"2016-11-09",22.7,"Min","TinyTag","SEGC",""
"22455",11543,"2016-11-10",21.4,"Min","TinyTag","SEGC",""
"22456",11544,"2016-11-11",21.8,"Min","TinyTag","SEGC",""
"22457",11545,"2016-11-12",22.4,"Min","TinyTag","SEGC",""
"22458",11546,"2016-11-13",22.7,"Min","TinyTag","SEGC",""
"22459",11547,"2016-11-14",22.7,"Min","TinyTag","SEGC",""
"22460",11548,"2016-11-15",22.1,"Min","TinyTag","SEGC",""
"22461",11549,"2016-11-16",22.7,"Min","TinyTag","SEGC",""
"22462",11550,"2016-11-17",23.1,"Min","TinyTag","SEGC",""
"22463",115511,"2016-11-18",21.8,"Min","TinyTag","SEGC",""
"22464",11552,"2016-11-19",22.1,"Min","TinyTag","SEGC",""
"22465",11553,"2016-11-20",21.8,"Min","TinyTag","SEGC",""
"22466",11554,"2016-11-21",22.1,"Min","TinyTag","SEGC",""
"22467",11555,"2016-11-22",20.8,"Min","TinyTag","SEGC",""
"22468",11556,"2016-11-23",22.1,"Min","TinyTag","SEGC",""
"22469",11557,"2016-11-24",24.1,"Min","TinyTag","SEGC",""
"22470",11558,"2016-11-25",24.1,"Min","TinyTag","SEGC",""
"22471",11559,"2016-11-26",21.8,"Min","TinyTag","SEGC",""
"22472",11560,"2016-11-27",22.876,"Min","TinyTag","SEGC",""
"22473",115611,"2016-11-28",22.7,"Min","TinyTag","SEGC",""
"22474",11562,"2016-11-29",22.4,"Min","TinyTag","SEGC",""
"22475",11563,"2016-11-30",23.1,"Min","TinyTag","SEGC",""
"22476",11564,"2016-12-01",23.7,"Min","TinyTag","SEGC",""
"22477",11565,"2016-12-02",21.4,"Min","TinyTag","SEGC",""
"22478",11566,"2016-12-03",21.8,"Min","TinyTag","SEGC",""
"22479",11567,"2016-12-04",21.8,"Min","TinyTag","SEGC",""
"22480",11568,"2016-12-05",21.1,"Min","TinyTag","SEGC",""
"22481",11569,"2016-12-06",20.8,"Min","TinyTag","SEGC",""
"22482",11570,"2016-12-07",21.671,"Min","TinyTag","SEGC",""
"22483",115711,"2016-12-08",21.1,"Min","TinyTag","SEGC",""
"22484",11572,"2016-12-09",21.8,"Min","TinyTag","SEGC",""
"22485",11573,"2016-12-10",22.4,"Min","TinyTag","SEGC",""
"22486",11574,"2016-12-11",22.4,"Min","TinyTag","SEGC",""
"22487",11575,"2016-12-12",21.4,"Min","TinyTag","SEGC",""
"22488",11576,"2016-12-13",22.473,"Min","TinyTag","SEGC",""
"22489",11577,"2016-12-14",22.902,"Min","TinyTag","SEGC",""
"22490",11578,"2016-12-15",22.409,"Min","TinyTag","SEGC",""
"22491",11579,"2016-12-16",22.432,"Min","TinyTag","SEGC",""
"22492",11580,"2016-12-17",22.337,"Min","TinyTag","SEGC",""
"22493",115811,"2016-12-18",22.648,"Min","TinyTag","SEGC",""
"22494",11582,"2016-12-19",23.673,"Min","TinyTag","SEGC",""
"22495",11583,"2016-12-20",23.544,"Min","TinyTag","SEGC",""
"22496",11584,"2016-12-21",23.991,"Min","TinyTag","SEGC",""
"22497",11585,"2016-12-22",24.546,"Min","TinyTag","SEGC",""
"22498",11586,"2016-12-23",22.376,"Min","TinyTag","SEGC",""
"22499",11587,"2016-12-24",22.471,"Min","TinyTag","SEGC",""
"22500",11588,"2016-12-25",23.334,"Min","TinyTag","SEGC",""
"22501",11589,"2016-12-26",23.409,"Min","TinyTag","SEGC",""
"22502",11590,"2016-12-27",23.704,"Min","TinyTag","SEGC",""
"22503",115911,"2016-12-28",24.227,"Min","TinyTag","SEGC",""
"22504",11592,"2016-12-29",21.441,"Min","TinyTag","SEGC",""
"22505",11593,"2016-12-30",21.867,"Min","TinyTag","SEGC",""
"22506",11594,"2016-12-31",23.431,"Min","TinyTag","SEGC",""
"22507",11595,"2017-01-01",23.845,"Min","TinyTag","SEGC",""
"22508",11596,"2017-01-02",22.236,"Min","TinyTag","SEGC",""
"22509",11597,"2017-01-03",22.259,"Min","TinyTag","SEGC",""
"22510",11598,"2017-01-04",23.092,"Min","TinyTag","SEGC",""
"22511",11599,"2017-01-05",23.989,"Min","TinyTag","SEGC",""
"22512",11600,"2017-01-06",23.537,"Min","TinyTag","SEGC",""
"22513",116011,"2017-01-07",21.715,"Min","TinyTag","SEGC",""
"22514",11602,"2017-01-08",21.724,"Min","TinyTag","SEGC",""
"22515",11604,"2017-03-10",21.8,"Min","TinyTag","SEGC",""
"22516",11605,"2017-03-11",21.8,"Min","TinyTag","SEGC",""
"22517",11606,"2017-03-12",23.1,"Min","TinyTag","SEGC",""
"22518",11607,"2017-03-13",23.346,"Min","TinyTag","SEGC",""
"22519",11608,"2017-03-14",21.8,"Min","TinyTag","SEGC",""
"22520",11609,"2017-03-15",21.1,"Min","TinyTag","SEGC",""
"22521",116101,"2017-03-16",22.7,"Min","TinyTag","SEGC",""
"22522",116111,"2017-03-17",22.7,"Min","TinyTag","SEGC",""
"22523",11612,"2017-03-18",24.1,"Min","TinyTag","SEGC",""
"22524",11613,"2017-03-19",23.7,"Min","TinyTag","SEGC",""
"22525",11614,"2017-03-20",21.4,"Min","TinyTag","SEGC",""
"22526",11615,"2017-03-21",22.4,"Min","TinyTag","SEGC",""
"22527",11616,"2017-03-22",22.4,"Min","TinyTag","SEGC",""
"22528",11617,"2017-03-23",20.8,"Min","TinyTag","SEGC",""
"22529",11618,"2017-03-24",22.4,"Min","TinyTag","SEGC",""
"22530",11619,"2017-03-25",23.4,"Min","TinyTag","SEGC",""
"22531",11620,"2017-03-26",23.7,"Min","TinyTag","SEGC",""
"22532",116211,"2017-03-27",21.1,"Min","TinyTag","SEGC",""
"22533",11622,"2017-03-28",21.1,"Min","TinyTag","SEGC",""
"22534",11623,"2017-03-29",23.1,"Min","TinyTag","SEGC",""
"22535",11624,"2017-03-30",24.1,"Min","TinyTag","SEGC",""
"22536",11625,"2017-03-31",21.1,"Min","TinyTag","SEGC",""
"22537",11626,"2017-04-01",21.8,"Min","TinyTag","SEGC",""
"22538",11627,"2017-04-02",21.1,"Min","TinyTag","SEGC",""
"22539",11628,"2017-04-03",23.1,"Min","TinyTag","SEGC",""
"22540",11629,"2017-04-04",22.4,"Min","TinyTag","SEGC",""
"22541",11630,"2017-04-05",21.8,"Min","TinyTag","SEGC",""
"22542",116311,"2017-04-06",22.1,"Min","TinyTag","SEGC",""
"22543",11632,"2017-04-07",21.8,"Min","TinyTag","SEGC",""
"22544",11633,"2017-04-08",23.7,"Min","TinyTag","SEGC",""
